No,FieldIndex,Explanation,Piece,TargetYN,Except1,Except2,ListYN,IsLeaf,SourceType,IsEnum,Title,Description,Rules,Depth,L1,L2,L3,L4,L5,L6,L7,Idx,Type
375,resultsSection.moreInfoModule.pointOfContact.organization,,PointOfContactOrganization,N,,,N,Y,TEXT,N,Point of Contact Organization,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,moreInfoModule,pointOfContact,organization,,,,198.1.1.1,TEXT (max 255 chars) - text
376,resultsSection.moreInfoModule.pointOfContact.email,,PointOfContactEMail,N,,,N,Y,TEXT,N,Point of Contact Email,,"Required if Primary Completion Date is on or after January 18, 2017",4,resultsSection,moreInfoModule,pointOfContact,email,,,,198.1.1.1,TEXT (max 30 chars) - text
377,resultsSection.moreInfoModule.pointOfContact.phone,,PointOfContactPhone,N,,,N,Y,TEXT,N,Point of Contact Phone,,,4,resultsSection,moreInfoModule,pointOfContact,phone,,,,198.1.1.1,TEXT (max 10 chars) - text
378,resultsSection.moreInfoModule.pointOfContact.phoneExt,,PointOfContactPhoneExt,N,,,N,Y,TEXT,N,Point of Contact Phone Extension,,,4,resultsSection,moreInfoModule,pointOfContact,phoneExt,,,,198.1.1.1,TEXT - text
379,annotationSection,,AnnotationSection,N,,,N,N,STRUCT,N,Annotation Section,Internally generated Annotation section,,1,annotationSection,,,,,,,379,STRUCT - AnnotationSection
380,annotationSection.annotationModule,,AnnotationModule,N,,,N,N,STRUCT,N,Annotation Module,,,2,annotationSection,annotationModule,,,,,,379.1,STRUCT - AnnotationModule
381,annotationSection.annotationModule.unpostedAnnotation,,UnpostedAnnotation,N,,,N,N,STRUCT,N,Unposted Annotation,Tracking information for study results submission/QA review process (Results Submitted but not yet Published),,3,annotationSection,annotationModule,unpostedAnnotation,,,,,379.1.1,STRUCT - UnpostedAnnotation
382,annotationSection.annotationModule.unpostedAnnotation.unpostedResponsibleParty,,UnpostedResponsibleParty,N,,,N,Y,TEXT,N,Responsible Party for Unposted Events,Information provider (Responsible Party),,4,annotationSection,annotationModule,unpostedAnnotation,unpostedResponsibleParty,,,,379.1.1.1,TEXT - text
383,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents,,UnpostedEvent,N,,,Y,N,STRUCT,N,Unposted Event,"A Results Release, UnRelease or Reset event",,4,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,,,,379.1.1.1,STRUCT - UnpostedEvent[]
384,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.type,,UnpostedEventType,N,,,N,Y,TEXT,Y,Study Results Submission Type,Study Results Submission Type,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,type,,,379.1.1.1.1,TEXT - UnpostedEventType
385,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.date,,UnpostedEventDate,N,,,N,Y,DATE,N,Study Results Submission Date,Study Results Submission Date,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,date,,,379.1.1.1.1,DATE - NormalizedDate
386,annotationSection.annotationModule.unpostedAnnotation.unpostedEvents.dateUnknown,,UnpostedEventDateUnknown,N,,,N,Y,BOOLEAN,N,Unposted Event Date is Unknown,,,5,annotationSection,annotationModule,unpostedAnnotation,unpostedEvents,dateUnknown,,,379.1.1.1.1,BOOLEAN - boolean
387,annotationSection.annotationModule.violationAnnotation,,ViolationAnnotation,N,,,N,N,STRUCT,N,FDAAA 801 Violations,FDAAA 801 Violations - entered by PRS admins,,3,annotationSection,annotationModule,violationAnnotation,,,,,379.1.1,STRUCT - ViolationAnnotation
388,annotationSection.annotationModule.violationAnnotation.violationEvents,,ViolationEvent,N,,,Y,N,STRUCT,N,Violation Event,"PRS admin can enter one of the following types and descriptions, or other text",,4,annotationSection,annotationModule,violationAnnotation,violationEvents,,,,379.1.1.1,STRUCT - ViolationEvent[]
389,annotationSection.annotationModule.violationAnnotation.violationEvents.type,,ViolationEventType,N,,,N,Y,TEXT,Y,Violation Event Type,"• Violation Identified by FDA
 • Correction Confirmed by FDA
 • Penalty Imposed by FDA",,5,annotationSection,annotationModule,violationAnnotation,violationEvents,type,,,379.1.1.1.1,TEXT - ViolationEventType
390,annotationSection.annotationModule.violationAnnotation.violationEvents.description,,ViolationEventDescription,N,,,N,Y,TEXT,N,Violation Event Type Description,"• Failure to Submit. The entry for this clinical trial was not complete at the time of submission, as required by law. This may or may not have any bearing on the accuracy of the information in the entry.
 • Submission of False Information. The entry for this clinical trial was found to be false or misleading and therefore not in compliance with the law.
 • Non-submission. The entry for this clinical trial did not contain information on the primary and secondary outcomes at the time of submission, as required by law. This may or may not have any bearing on the accuracy of the information in the entry.
 • The responsible party has corrected the violation.
 • A $XX,XXX penalty was imposed against the responsible party for the violation.",,5,annotationSection,annotationModule,violationAnnotation,violationEvents,description,,,379.1.1.1.1,TEXT - text
391,annotationSection.annotationModule.violationAnnotation.violationEvents.creationDate,,ViolationEventCreationDate,N,,,N,Y,DATE,N,Violation Event Creation Date,Date the violation entered in PRS,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,creationDate,,,379.1.1.1.1,DATE - NormalizedDate
392,annotationSection.annotationModule.violationAnnotation.violationEvents.issuedDate,,ViolationEventIssuedDate,N,,,N,Y,DATE,N,Violation Event Issued Date,Date the FDA issued the violation,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,issuedDate,,,379.1.1.1.1,DATE - NormalizedDate
393,annotationSection.annotationModule.violationAnnotation.violationEvents.releaseDate,,ViolationEventReleaseDate,N,,,N,Y,DATE,N,Violation Event Released Date,Date the study record was submitted,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,releaseDate,,,379.1.1.1.1,DATE - NormalizedDate
394,annotationSection.annotationModule.violationAnnotation.violationEvents.postedDate,,ViolationEventPostedDate,N,,,N,Y,DATE,N,Violation Event Posted Date,Date the violation is available on clinicaltrials.gov,,5,annotationSection,annotationModule,violationAnnotation,violationEvents,postedDate,,,379.1.1.1.1,DATE - NormalizedDate
395,documentSection,,DocumentSection,N,,,N,N,STRUCT,N,Document Upload Information Section,,,1,documentSection,,,,,,,395,STRUCT - DocumentSection
396,documentSection.largeDocumentModule,,LargeDocumentModule,N,,,N,N,STRUCT,N,Document Upload Module,,Internal data,2,documentSection,largeDocumentModule,,,,,,395.1,STRUCT - LargeDocumentModule
397,documentSection.largeDocumentModule.noSap,,LargeDocNoSAP,N,,,N,Y,BOOLEAN,N,Document Has No Statistical Analysis Plan (SAP),Indicate that No Statistical Analysis Plan (SAP) exists for this study.,,3,documentSection,largeDocumentModule,noSap,,,,,395.1.1,BOOLEAN - boolean
398,documentSection.largeDocumentModule.largeDocs,,LargeDoc,N,,,Y,N,STRUCT,N,Uploaded Document Information,PDF/A document by data provider,,3,documentSection,largeDocumentModule,largeDocs,,,,,395.1.1,STRUCT - LargeDoc[]
399,documentSection.largeDocumentModule.largeDocs.typeAbbrev,,LargeDocTypeAbbrev,N,,,N,Y,TEXT,N,Document Type,,,4,documentSection,largeDocumentModule,largeDocs,typeAbbrev,,,,395.1.1.1,TEXT - text
400,documentSection.largeDocumentModule.largeDocs.hasProtocol,,LargeDocHasProtocol,N,,,N,Y,TEXT,N,Document Includes Study Protocol,Indicate if document includes Study Protocol (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasProtocol,,,,395.1.1.1,TEXT - boolean
401,documentSection.largeDocumentModule.largeDocs.hasSap,,LargeDocHasSAP,N,,,N,Y,TEXT,N,Document Includes Statistical Analysis Plan (SAP),Indicate is document includes Statistical Analysis Plan (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasSap,,,,395.1.1.1,TEXT - boolean
402,documentSection.largeDocumentModule.largeDocs.hasIcf,,LargeDocHasICF,N,,,N,Y,TEXT,N,Document Includes Informed Consent Form (ICF),Indicate if document includes Informed Consent Form (Yes/No),,4,documentSection,largeDocumentModule,largeDocs,hasIcf,,,,395.1.1.1,TEXT - boolean
403,documentSection.largeDocumentModule.largeDocs.label,,LargeDocLabel,N,,,N,Y,TEXT,N,Document Label,,,4,documentSection,largeDocumentModule,largeDocs,label,,,,395.1.1.1,TEXT - text
404,documentSection.largeDocumentModule.largeDocs.date,,LargeDocDate,N,,,N,Y,DATE,N,Document Date,,Internally generated,4,documentSection,largeDocumentModule,largeDocs,date,,,,395.1.1.1,DATE - NormalizedDate
405,documentSection.largeDocumentModule.largeDocs.uploadDate,,LargeDocUploadDate,N,,,N,Y,DATE,N,Document Uploaded Date,Date the document was uploaded to PRS,,4,documentSection,largeDocumentModule,largeDocs,uploadDate,,,,395.1.1.1,DATE - DateTimeMinutes
406,documentSection.largeDocumentModule.largeDocs.filename,,LargeDocFilename,N,,,N,Y,TEXT,N,Document File Name,Document file name (by data provider),internally calculated,4,documentSection,largeDocumentModule,largeDocs,filename,,,,395.1.1.1,TEXT - text
407,documentSection.largeDocumentModule.largeDocs.size,,LargeDocSize,N,,,N,Y,"FUNC FileSize(NCTId, LargeDocFilename)",N,Document File Size,Document file size,,4,documentSection,largeDocumentModule,largeDocs,size,,,,395.1.1.1,"FUNC FileSize(NCTId, LargeDocFilename) - long"
408,derivedSection,,DerivedSection,N,,,N,N,STRUCT,N,Derived Section,Internally Generated,,1,derivedSection,,,,,,,408,STRUCT - DerivedSection
409,derivedSection.miscInfoModule,,MiscInfoModule,N,,,N,N,STRUCT,N,Misc Information Module,,,2,derivedSection,miscInfoModule,,,,,,408.1,STRUCT - MiscInfoModule
410,derivedSection.miscInfoModule.versionHolder,,VersionHolder,N,,,N,Y,DATE,N,Version Holder,The most recent date where Ingest ran successfully,,3,derivedSection,miscInfoModule,versionHolder,,,,,408.1.1,DATE - NormalizedDate
411,derivedSection.miscInfoModule.removedCountries,,RemovedCountry,N,,,Y,Y,TEXT,N,Removed Countries,Country for which all locations have been removed from the study,,3,derivedSection,miscInfoModule,removedCountries,,,,,408.1.1,TEXT - text[]
412,derivedSection.miscInfoModule.submissionTracking,,SubmissionTracking,N,,,N,N,STRUCT,N,Submission Tracking,Results submission tracking,,3,derivedSection,miscInfoModule,submissionTracking,,,,,408.1.1,STRUCT - SubmissionTracking
413,derivedSection.miscInfoModule.submissionTracking.estimatedResultsFirstSubmitDate,,EstimatedResultsFirstSubmitDate,N,,,N,Y,DATE,N,Estimated Results First Submitted Date,"Results First Submitted Date but not yet Posted (e.g., still under QC review). ResultsFirstSubmitDate at this point is kept empty until Results is published on the public site",internally generated,4,derivedSection,miscInfoModule,submissionTracking,estimatedResultsFirstSubmitDate,,,,408.1.1.1,DATE - NormalizedDate
414,derivedSection.miscInfoModule.submissionTracking.firstMcpInfo,,FirstMCPInfo,N,,,N,N,STRUCT,N,First MCP Info,,,4,derivedSection,miscInfoModule,submissionTracking,firstMcpInfo,,,,408.1.1.1,STRUCT - FirstMcpInfo
415,derivedSection.miscInfoModule.submissionTracking.firstMcpInfo.postDateStruct,,FirstMCPPostDateStruct,N,,,N,N,STRUCT,N,,,,5,derivedSection,miscInfoModule,submissionTracking,firstMcpInfo,postDateStruct,,,408.1.1.1.1,STRUCT - DateStruct
416,derivedSection.miscInfoModule.submissionTracking.firstMcpInfo.postDateStruct.date,,FirstMCPPostDate,N,,,N,Y,DATE,N,First MCP Posted Date,Date of first MCP posted date,,6,derivedSection,miscInfoModule,submissionTracking,firstMcpInfo,postDateStruct,date,,408.1.1.1.1.1,DATE - NormalizedDate
417,derivedSection.miscInfoModule.submissionTracking.firstMcpInfo.postDateStruct.type,,FirstMCPPostDateType,N,,,N,Y,TEXT,Y,First MCP Posted Date Type,Date type for first MCP posted date,,6,derivedSection,miscInfoModule,submissionTracking,firstMcpInfo,postDateStruct,type,,408.1.1.1.1.1,TEXT - DateType
418,derivedSection.miscInfoModule.submissionTracking.submissionInfos,,SubmissionInfo,N,,,Y,N,STRUCT,N,Study Results Submission Info,Results submission cycle information of a study,,4,derivedSection,miscInfoModule,submissionTracking,submissionInfos,,,,408.1.1.1,STRUCT - SubmissionInfo[]
419,derivedSection.miscInfoModule.submissionTracking.submissionInfos.releaseDate,,SubmissionReleaseDate,N,,,N,Y,DATE,N,Release Date,Results released by DP to NLM,,5,derivedSection,miscInfoModule,submissionTracking,submissionInfos,releaseDate,,,408.1.1.1.1,DATE - NormalizedDate
420,derivedSection.miscInfoModule.submissionTracking.submissionInfos.unreleaseDate,,SubmissionUnreleaseDate,N,,,N,Y,DATE,N,Unrelease Date,Results unrelease (canceled release) by DP,,5,derivedSection,miscInfoModule,submissionTracking,submissionInfos,unreleaseDate,,,408.1.1.1.1,DATE - NormalizedDate
421,derivedSection.miscInfoModule.submissionTracking.submissionInfos.unreleaseDateUnknown,,SubmissionUnreleaseDateUnknown,N,,,N,Y,BOOLEAN,N,,,,5,derivedSection,miscInfoModule,submissionTracking,submissionInfos,unreleaseDateUnknown,,,408.1.1.1.1,BOOLEAN - boolean
422,derivedSection.miscInfoModule.submissionTracking.submissionInfos.resetDate,,SubmissionResetDate,N,,,N,Y,DATE,N,Reset Date,NLM QC reviewer reset/unlock study back to DP,,5,derivedSection,miscInfoModule,submissionTracking,submissionInfos,resetDate,,,408.1.1.1.1,DATE - NormalizedDate
423,derivedSection.miscInfoModule.submissionTracking.submissionInfos.mcpReleaseN,,SubmissionMCPReleaseN,N,,,N,Y,NUMERIC,N,Number of MCPs,Number of Major Comment Postings of a study,,5,derivedSection,miscInfoModule,submissionTracking,submissionInfos,mcpReleaseN,,,408.1.1.1.1,NUMERIC - integer
424,derivedSection.conditionBrowseModule,,ConditionBrowseModule,N,,,N,N,STRUCT,N,Condition Browse Module,"Support for ""Search By Topic""",,2,derivedSection,conditionBrowseModule,,,,,,408.1,STRUCT - BrowseModule
425,derivedSection.conditionBrowseModule.meshes,,ConditionMesh,N,,,Y,N,STRUCT,N,Condition MeSH Terms,MeSH terms of Condition/Diseases field,,3,derivedSection,conditionBrowseModule,meshes,,,,,408.1.1,STRUCT - Mesh[]
426,derivedSection.conditionBrowseModule.meshes.id,,ConditionMeshId,N,,,N,Y,TEXT,N,Condition MeSH ID,MeSH ID,"Derived from user input for ""conditions""",4,derivedSection,conditionBrowseModule,meshes,id,,,,408.1.1.1,TEXT - text
427,derivedSection.conditionBrowseModule.meshes.term,,ConditionMeshTerm,N,,,N,Y,TEXT,N,Condition MeSH Term,MeSH Heading,,4,derivedSection,conditionBrowseModule,meshes,term,,,,408.1.1.1,TEXT - text
428,derivedSection.conditionBrowseModule.ancestors,,ConditionAncestor,N,,,Y,N,STRUCT,N,Ancestors of Condition MeSH Terms,Ancestor (higher level and more broad) terms of Condition MeSH terms in MeSH Tree hierarchy,,3,derivedSection,conditionBrowseModule,ancestors,,,,,408.1.1,STRUCT - Mesh[]
429,derivedSection.conditionBrowseModule.ancestors.id,,ConditionAncestorId,N,,,N,Y,TEXT,N,Condition Ancestor MeSH ID,MeSH ID,,4,derivedSection,conditionBrowseModule,ancestors,id,,,,408.1.1.1,TEXT - text
430,derivedSection.conditionBrowseModule.ancestors.term,,ConditionAncestorTerm,N,,,N,Y,TEXT,N,Condition Ancestor MeSH Term,MeSH Heading,,4,derivedSection,conditionBrowseModule,ancestors,term,,,,408.1.1.1,TEXT - text
431,derivedSection.conditionBrowseModule.browseLeaves,,ConditionBrowseLeaf,N,,,Y,N,STRUCT,N,Condition Leaf Topics,Leaf browsing topics for Condition field,,3,derivedSection,conditionBrowseModule,browseLeaves,,,,,408.1.1,STRUCT - BrowseLeaf[]
432,derivedSection.conditionBrowseModule.browseLeaves.id,,ConditionBrowseLeafId,N,,,N,Y,TEXT,N,Condition Leaf Topic ID,,,4,derivedSection,conditionBrowseModule,browseLeaves,id,,,,408.1.1.1,TEXT - text
433,derivedSection.conditionBrowseModule.browseLeaves.name,,ConditionBrowseLeafName,N,,,N,Y,TEXT,N,Condition Leaf Topic Name,,,4,derivedSection,conditionBrowseModule,browseLeaves,name,,,,408.1.1.1,TEXT - text
434,derivedSection.conditionBrowseModule.browseLeaves.asFound,,ConditionBrowseLeafAsFound,N,,,N,Y,TEXT,N,Found by Condition Term,Normalized Condition term used to find the topic,LOW or HIGH,4,derivedSection,conditionBrowseModule,browseLeaves,asFound,,,,408.1.1.1,TEXT - text
435,derivedSection.conditionBrowseModule.browseLeaves.relevance,,ConditionBrowseLeafRelevance,N,,,N,Y,TEXT,Y,Relevance to Condition Leaf Topic,,,4,derivedSection,conditionBrowseModule,browseLeaves,relevance,,,,408.1.1.1,TEXT - BrowseLeafRelevance
436,derivedSection.conditionBrowseModule.browseBranches,,ConditionBrowseBranch,N,,,Y,N,STRUCT,N,Condition Branch Topics,Branch browsing topics for Condition field,,3,derivedSection,conditionBrowseModule,browseBranches,,,,,408.1.1,STRUCT - BrowseBranch[]
437,derivedSection.conditionBrowseModule.browseBranches.abbrev,,ConditionBrowseBranchAbbrev,N,,,N,Y,TEXT,N,Condition Branch Topic Short Name,,,4,derivedSection,conditionBrowseModule,browseBranches,abbrev,,,,408.1.1.1,TEXT - text
438,derivedSection.conditionBrowseModule.browseBranches.name,,ConditionBrowseBranchName,N,,,N,Y,TEXT,N,Condition Branch Topic Name,,,4,derivedSection,conditionBrowseModule,browseBranches,name,,,,408.1.1.1,TEXT - text
439,derivedSection.interventionBrowseModule,,InterventionBrowseModule,N,,,N,N,STRUCT,N,Drug/Intervention Browse Module,"Support for ""Search By Topic""",,2,derivedSection,interventionBrowseModule,,,,,,408.1,STRUCT - BrowseModule
440,derivedSection.interventionBrowseModule.meshes,,InterventionMesh,N,,,Y,N,STRUCT,N,Intervention MeSH Terms,MeSH terms of Drug/Interventions field,,3,derivedSection,interventionBrowseModule,meshes,,,,,408.1.1,STRUCT - Mesh[]
441,derivedSection.interventionBrowseModule.meshes.id,,InterventionMeshId,N,,,N,Y,TEXT,N,Intervention MeSH ID,MeSH ID,,4,derivedSection,interventionBrowseModule,meshes,id,,,,408.1.1.1,TEXT - text
442,derivedSection.interventionBrowseModule.meshes.term,,InterventionMeshTerm,N,,,N,Y,TEXT,N,Intervention MeSH Term,MeSH Heading,,4,derivedSection,interventionBrowseModule,meshes,term,,,,408.1.1.1,TEXT - text
443,derivedSection.interventionBrowseModule.ancestors,,InterventionAncestor,N,,,Y,N,STRUCT,N,Ancestors of Intervention MeSH Terms,Ancestor (higher level and more broad) terms of Intervention MeSH terms in MeSH Tree hierarchy,,3,derivedSection,interventionBrowseModule,ancestors,,,,,408.1.1,STRUCT - Mesh[]
444,derivedSection.interventionBrowseModule.ancestors.id,,InterventionAncestorId,N,,,N,Y,TEXT,N,Intervention Ancestor MeSH ID,MeSH ID,,4,derivedSection,interventionBrowseModule,ancestors,id,,,,408.1.1.1,TEXT - text
445,derivedSection.interventionBrowseModule.ancestors.term,,InterventionAncestorTerm,N,,,N,Y,TEXT,N,Intervention Ancestor MeSH Term,MeSH Heading,,4,derivedSection,interventionBrowseModule,ancestors,term,,,,408.1.1.1,TEXT - text
446,derivedSection.interventionBrowseModule.browseLeaves,,InterventionBrowseLeaf,N,,,Y,N,STRUCT,N,Intervention Leaf Topics,Leaf browsing topics for Intervention field,,3,derivedSection,interventionBrowseModule,browseLeaves,,,,,408.1.1,STRUCT - BrowseLeaf[]
447,derivedSection.interventionBrowseModule.browseLeaves.id,,InterventionBrowseLeafId,N,,,N,Y,TEXT,N,Intervention Leaf Topic ID,,,4,derivedSection,interventionBrowseModule,browseLeaves,id,,,,408.1.1.1,TEXT - text
448,derivedSection.interventionBrowseModule.browseLeaves.name,,InterventionBrowseLeafName,N,,,N,Y,TEXT,N,Intervention Leaf Topic Name,,,4,derivedSection,interventionBrowseModule,browseLeaves,name,,,,408.1.1.1,TEXT - text
449,derivedSection.interventionBrowseModule.browseLeaves.asFound,,InterventionBrowseLeafAsFound,N,,,N,Y,TEXT,N,Found by Intervention Term,Normalized Intervention term used to find the topic,LOW or HIGH,4,derivedSection,interventionBrowseModule,browseLeaves,asFound,,,,408.1.1.1,TEXT - text
450,derivedSection.interventionBrowseModule.browseLeaves.relevance,,InterventionBrowseLeafRelevance,N,,,N,Y,TEXT,Y,Relevance to Intervention Leaf Topic,,,4,derivedSection,interventionBrowseModule,browseLeaves,relevance,,,,408.1.1.1,TEXT - BrowseLeafRelevance
451,derivedSection.interventionBrowseModule.browseBranches,,InterventionBrowseBranch,N,,,Y,N,STRUCT,N,Intervention Branch Topics,Branch browsing topics for Intervention field,,3,derivedSection,interventionBrowseModule,browseBranches,,,,,408.1.1,STRUCT - BrowseBranch[]
452,derivedSection.interventionBrowseModule.browseBranches.abbrev,,InterventionBrowseBranchAbbrev,N,,,N,Y,TEXT,N,Intervention Branch Topic Short Name,,,4,derivedSection,interventionBrowseModule,browseBranches,abbrev,,,,408.1.1.1,TEXT - text
453,derivedSection.interventionBrowseModule.browseBranches.name,,InterventionBrowseBranchName,N,,,N,Y,TEXT,N,Intervention Branch Topic Name,,,4,derivedSection,interventionBrowseModule,browseBranches,name,,,,408.1.1.1,TEXT - text
454,hasResults,,HasResults,N,,,N,Y,FUNC Present(ResultsFirstSubmitDate),N,Has Results,Flag that indicates if a study has posted results on public site,,1,hasResults,,,,,,,454,FUNC Present(ResultsFirstSubmitDate) - boolean
